prompts,input_tokens,output_tokens,total_time,load_time,prompt_eval_time,output_eval_time,prompt_complexity,prompt_length,output_length,device
1,35,550,34687.341833,41.952375,245.728083,34399.284583,easy,short,long,M3
1,37,23,1682.139375,47.010917,309.733583,1325.005208,easy,short,short,M3
1,36,641,40738.105834,41.828167,274.736625,40421.156375,easy,short,long,M3
1,39,3,726.52775,42.682958,570.380584,113.076791,easy,short,short,M3
1,38,416,26130.923542,42.400958,279.12375,25809.059625,easy,short,long,M3
1,42,2,687.809792,46.526792,581.512916,59.31425,easy,short,short,M3
1,41,367,23973.55575,45.307417,472.089375,23455.776375,easy,short,long,M3
1,37,47,3212.374292,44.846125,275.394667,2891.719833,easy,short,short,M3
1,36,619,39854.160084,43.758584,326.557209,39483.464041,easy,short,long,M3
1,40,6,900.376166,43.093916,572.56525,284.307708,easy,short,short,M3
1,39,498,31899.270292,41.673125,444.623292,31412.610583,easy,short,long,M3
1,38,4,491.968875,47.185208,276.384625,167.638875,easy,short,short,M3
1,37,609,36047.429417,41.688333,256.0225,35749.227875,easy,short,long,M3
1,37,33,2045.561917,44.223625,264.151042,1736.7365,easy,short,short,M3
1,36,726,42885.899833,41.702041,262.566333,42581.1595,easy,short,long,M3
1,37,29,1927.629292,42.508,346.841583,1537.919208,easy,short,short,M3
1,36,702,41244.068417,43.22075,255.75075,40944.674042,easy,short,long,M3
1,37,26,1658.782375,42.702,266.593875,1349.091833,easy,short,short,M3
1,36,652,38641.4985,43.318125,246.384042,38351.319625,easy,short,long,M3
1,36,16,1133.883667,43.245459,270.547875,819.6825,easy,short,short,M3
1,35,571,33633.617875,43.522792,247.358042,33342.264875,easy,short,long,M3
1,37,4,517.2525,42.391875,298.072208,176.399458,easy,short,short,M3
1,36,604,35712.085916,42.298958,282.779042,35386.616666,easy,short,long,M3
